10-Digit BBL,"Street Number",Street Name,"DOF Gross Square Footage",Energy Star 1 to 100 Score,"Energy Efficiency Grade"
4060770007,34-06,JORDAN STREET,"4 0,800",41,D
4060770051,34-45,FRANCIS LEWIS BOULEVARD,"3 2,099",1,D
4061160015,34-01,BELL BOULEVARD,"3 0,075","missing required benchmarkinginformation",F
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4061210001,214-33,35 AVENUE,"7 8,588",91,A
4061840029,216-01,38 AVENUE,"3 1,160",67,C
4061850001,221-21,CORBETT ROAD,"1 0,084",70,B
4062030001,200-01,42 AVENUE,"4 5,100",48,D
4062050001,202-15,42 AVENUE,"2 7,500",10,D
4062160001,209-10,41 AVENUE,"1 09,200",91,A
4062270088,210-50,41 AVENUE,"7 3,000",82,B
4062270330,212-01,42 AVENUE,"2 8,328","missing required benchmarkinginformation",F
4062270338,211-01,42 AVENUE,"4 4,928",42,D
4062330034,38-24,213 STREET,"2 6,250",100,A
4062380001,38-39,BELL BOULEVARD,"4 0,736",28,D
4062410020,39-06,CORPORAL STONE STREET,"2 8,648",100,A
4062590016,42-41,201 STREET,"2 47,884",32,D
4062770002,42-11,CORPORAL KENNEDY STREET,"2 08,345",82,B
4062800020,209-35,NORTHERN BOULEVARD,"4 0,677",82,B
4062840001,213-11,43 AVENUE,"6 1,620",11,D
4062847501,213-02,42 AVENUE,"5 2,232",66,C
4062870037,213-07,NORTHERN BOULEVARD,"3 9,248",69,C
4063010016,214-32,43 AVENUE,"5 1,150",59,C
4063240020,220-33,NORTHERN BOULEVARD,"3 0,917",5,D
4063270001,221-17,NORTHERN BOULEVARD,"3 7,727",20,D
4063280001,222-15,NORTHERN BOULEVARD,"5 9,337","missing required benchmarkinginformation",F
4063717501,136-20,BOOTH MEMORIAL AVENUE,"7 0,833",48,D
4063730001,58-15,136 STREET,"9 1,000",52,D
4064010019,139-22,BOOTH MEMORIAL AVENUE,"1 64,873",68,C
4064820003,136-51,PARK DRIVE EAST,"1 52,470",92,A
4064850003,68-09,138 STREET,"2 71,380",24,D
4064930003,135-01,JEWEL AVENUE,"1 69,678",92,A
4064940003,69-42,JEWEL AVENUE,"2 27,464",92,A
4065070200,149-11,MELBOURNE AVENUE,"1 72,914",56,C
4065070150,148-20,REEVES AVENUE,"1 14,369",41,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4065070001,63-25,MAIN STREET,"5 21,944",66,C
4065270050,144-55,MELBOURNE AVENUE,"1 15,212",83,B
4065270052,144-75,MELBOURNE AVENUE,"1 15,212",59,C
4065370028,149-24,MELBOURNE AVENUE,"1 56,736",57,C
4065400003,150-10,MELBOURNE AVENUE,"2 54,100",47,D
4065420003,69-18,MELBOURNE AVENUE,"1 99,464",1,D
4065427501,152-72,MELBOURNE AVENUE,"8 9,850",80,B
4065487501,135-10,JEWEL AVENUE,"2 45,600",33,D
4065870006,135-12,77 AVENUE,"1 30,440","missing required benchmarkinginformation",F
4066060002,76-01,137 STREET,"4 1,410",37,D
4066070001,138-10,77 AVENUE,"1 07,884","missing required benchmarkinginformation",F
4066180045,141-47,71 AVENUE,"3 0,992",62,C
4066290035,141-25,VLEIGH PLACE,"2 5,360",86,A
4066300030,77-30,MAIN STREET,"3 4,329",15,D
4066310001,141-24,78 AVENUE,"1 51,869",22,D
4066320001,141-48,78 ROAD,"1 51,869",28,D
4066330001,141-02,79 AVENUE,"1 51,869",26,D
4066340001,139-01,GRAND CENTRAL PARKWAY,"2 5,353",13,D
4066360001,135-10,GRAND CENTRAL PARKWAY,"1 25,164",94,A
4066470035,147-37,70 ROAD,"6 6,971",72,B
4066560063,70-04,KISSENA BOULEVARD,"2 25,968",74,B
4066690027,144-34,77 ROAD,"3 1,860",71,B
4066700001,78-11,MAIN STREET,"1 10,298",46,D
4066710001,78-37,MAIN STREET,"1 10,298",51,D
4066720001,144-17,UNION TURNPIKE,"2 9,375",6,D
4066720058,79-04,147 STREET,"3 3,921",40,D
4066850001,147-06,76 AVENUE,"8 0,000","missing required benchmarkinginformation",F
4066900016,149-05,79 AVENUE,"1 85,406",83,B
4066970012,70-35,150 STREET,"9 6,770",31,D
4066980040,150-10,71 AVENUE,"4 66,368",69,C
4067010001,150-16,72 ROAD,"1 16,784",9,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4067020001,150-18,72 DRIVE,"1 16,784",35,D
4067030002,150-16,73 AVENUE,"1 16,784",51,D
4067040001,150-18,75 AVENUE,"1 16,784",52,D
4067110027,150-15,79 AVENUE,"8 0,200","missing required benchmarkinginformation",F
4067120001,150-05,UNION TURNPIKE,"2 35,016",86,A
4067120032,150-10,79 AVENUE,"5 5,662",65,C
4067137501,150-38,UNION TURNPIKE,"4 54,660","missing required benchmarkinginformation",F
4067150002,81-26,150 STREET,"7 04,500",1,D
4067260070,159-01,59 AVENUE,"1 03,750",17,D
4067410006,163-03,HORACE HARDING EXPWY,"4 1,000",92,A
4067890015,161-08,JEWEL AVENUE,"3 63,265",25,D
4067890001,70-10,164 STREET,"7 6,200",37,D
4067900001,65-30,160 STREET,"7 49,142",48,D
4067900022,158-11,JEWEL AVENUE,"1 86,800",11,D
4067910001,61-11,160 STREET,"3 94,644",43,D
4067910025,61-15,160 STREET,"2 36,984",88,A
4067920600,161-25,JEWEL AVENUE,"7 89,880",75,B
4067920001,70-25,KISSENA BOULEVARD,"6 52,327",8,D
4067920050,155-25,71 AVENUE,"6 5,507",93,A
4067920030,69-01,KISSENA BOULEVARD,"1 ,389,532",8,D
4067920100,65-11,155 STREET,"1 30,644",100,A
4067930035,71-25,KISSENA BOULEVARD,"3 4,340",88,A
4067930126,154-02,71 AVENUE,"1 63,958",24,D
4067930225,71-50,PARSONS BOULEVARD,"2 99,456",63,C
4067930380,155-15,AGUILAR AVENUE,"2 6,983",89,A
4067937501,71-66,PARSONS BOULEVARD,"9 0,034",100,A
4067970054,159-10,71 AVENUE,"2 09,525",55,C
4067970079,71-61,159 STREET,"1 65,906",56,C
4067987503,71-77,159 STREET,"2 7,610",81,B
4067997503,71-59,160 STREET,"3 1,652",96,A
4068017503,71-19,162 STREET,"7 4,345",97,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4068090001,75-25,153 STREET,"5 40,916",64,C
4068090056,75-38,PARSONS BOULEVARD,"4 3,952",61,C
4068100052,76-16,PARSONS BOULEVARD,"3 6,278",80,B
4068260001,158-40,76 ROAD,"1 96,470",78,B
4068310022,159-05,UNION TURNPIKE,"7 9,800","missing required benchmarkinginformation",F
4068317502,158-15,UNION TURNPIKE,"9 3,282",100,A
4068340001,75-20,162 STREET,"3 1,506",76,B
4068520011,78-34,164 STREET,"9 8,516",72,B
4068530006,80-25,PARSONS BOULEVARD,"5 8,089",73,B
4068570053,162-20,UNION TURNPIKE,"3 4,000",52,D
4068587501,82-41,PARSONS BOULEVARD,"2 43,393","missing required benchmarkinginformation",F
4068580001,82-68,164 STREET,"1 ,069,367",99,A
4068580050,160-20,GOETHALS AVENUE,"9 8,158",8,D
4068820001,58-04,UTOPIA PARKWAY,"3 33,359",77,B
4069030001,64-20,65 AVENUE,"1 20,350",78,B
4069270022,67-10,FRESH MEADOW LANE,"8 8,500",55,C
4070670054,183-31,HORACE HARDING EXPWY,"4 2,186",31,D
4070670063,183-15,HORACE HARDING EXPWY,"5 7,217",39,D
4070710003,182-12,HOR HARDING EXPWY SR S,"2 8,257",40,D
4070750041,61-27,186 STREET,"7 6,367","missing required benchmarkinginformation",F
4071150002,64-05,186 LANE,"6 14,916",15,D
4071170002,189-15,73 AVENUE,"4 83,292",15,D
4071170003,188-02,64 AVENUE,"1 ,228,778",15,D
4071170006,194-05,67 AVENUE,"4 10,788",15,D
4071170008,67-00,192 STREET,"2 05,744",15,D
4071170051,196-66,69 AVENUE,"1 10,000",28,D
4071170130,61-11,188 STREET,"1 45,680",94,A
4071170189,193-02,HOR HARDING EXPWY SR S,"5 1,125",83,B
4071170300,188-00,PECK AVENUE,"2 40,012",15,D
4071170401,196-14,69 AVENUE,"1 16,000",52,D
4071170421,195-02,69 AVENUE,"8 6,700",87,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4071280002,61-00,FRANCIS LEWIS BOULEVARD,"3 19,231",79,B
4071280010,195-61,PECK AVENUE,"1 15,000",95,A
4072480015,183-02,UNION TURNPIKE,"3 4,200","missing required benchmarkinginformation",F
4072630035,83-10,188 STREET,"3 0,966",17,D
4072770001,189-10,GRAND CENTRAL PKWY,"6 3,114",59,C
4073120001,46-27,OCEANIA STREET,"1 35,000",84,B
4073160018,211-32,46 AVENUE,"4 1,907",10,D
4073270028,210-21,48 AVENUE,"7 3,060",6,D
4073350001,215-34,NORTHERN BOULEVARD,"2 7,000",90,A
4073480001,215-28,47 AVENUE,"1 18,000",20,D
4073490001,47-15,216 STREET,"1 05,000",28,D
4074100001,201-02,53 AVENUE,"5 3,000",9,D
4074420001,213-01,58 AVENUE,"8 1,262",65,C
4074710007,220-15,HOR HARDING EXPWY SR N,"2 9,772",72,B
4074740050,220-55,46 AVENUE,"3 36,200",93,A
4074820317,53-11,SPRINGFIELD BLVD,"6 7,890",75,B
4075290001,57-30,58 AVENUE,"4 54,536",76,B
4076100008,61-02,SPRINGFIELD BOULEVARD,"2 5,520",3,D
4076100040,61-56,SPRINGFIELD BOULEVARD,"2 8,016",5,D
4076190001,64-45,218 STREET,"4 7,000",57,C
4076280002,67-01,BELL BOULEVARD,"1 32,300",90,A
4076290002,68-01,BELL BOULEVARD,"2 08,800",90,A
4076320002,67-02,SPRINGFIELD BOULEVARD,"5 54,300",90,A
4076330001,213-09,73 AVENUE,"1 45,200",50,D
4076480002,224-02,HOR HARDING EXPWY SR S,"1 32,300",33,D
4076560002,221-08,64 AVENUE,"1 07,988",5,D
4076580002,223-01,65 AVENUE,"1 45,900",63,C
4076600002,224-65,64 AVENUE,"1 38,500",51,D
4076680010,222-01,69 AVENUE,"1 38,100",11,D
4076700002,223-02,65 AVENUE,"1 47,700",11,D
4076720002,224-01,69 AVENUE,"1 74,200",36,D
4076747501,67-27,CLOVERDALE BOULEVARD,"2 12,533",100,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4076770001,231-02,67 AVENUE,"1 42,000",53,D
4077230001,61-15,FRANCIS LEWIS BLVD,"2 61,060",70,B
4077320002,73-50,BELL BOULEVARD,"4 86,792",88,A
4077320150,210-11,75 AVENUE,"2 43,396",73,B
4077380001,73-11,BELL BOULEVARD,"1 62,264",87,A
4077390003,73-69,217 STREET,"1 67,709",14,D
4077420003,73-36,SPRINGFIELD BOULEVARD,"2 44,221",11,D
4077480500,213-06,75 AVENUE,"6 44,836",88,A
4077530001,75-25,BELL BOULEVARD,"1 85,328",66,C
4077540003,217-02,75 AVENUE,"2 35,472",3,D
4077550003,219-02,74 AVENUE,"1 24,662",1,D
4077610060,216-10,77 AVENUE,"4 3,140",82,B
4077740165,218-12,HARTLAND AVENUE,"1 23,648",45,D
4078400002,224-01,SPRINGFIELD BOULEVARD,"1 20,886",24,D
4078420033,224-06,SPRINGFIELD BOULEVARD,"1 02,144",20,D
4078440002,78-14,CLOVERDALE BOULEVARD,"1 57,223",9,D
4078700074,74-10,COMMONWEALTH BLVD,"1 11,122",6,D
4078700070,74-30,COMMONWEALTH BLVD,"1 23,832",10,D
4078700072,74-20,COMMONWEALTH BLVD,"2 01,770",54,D
4079120002,80-35,SPRINGFIELD BOULEVARD,"1 07,076",87,A
4079120050,226-26,UNION TURNPIKE,"2 14,152",66,C
4079140002,221-22,MANOR ROAD,"4 89,600","missing required benchmarkinginformation",F
4079140055,220-05,BRADDOCK AVENUE,"3 6,215",100,A
4079290002,224-01,HILLSIDE AVENUE,"2 57,000","missing required benchmarkinginformation",F
4079300002,230-17,HILLSIDE AVENUE,"6 36,219",94,A
4079430200,227-01,HILLSIDE AVENUE,"1 28,000","missing required benchmarkinginformation",F
4079450025,224-10,HILLSIDE AVENUE,"1 40,000","missing required benchmarkinginformation",F
4079550002,86-35,235 COURT,"5 2,000",77,B
4079680031,222-89,BRADDOCK AVENUE,"3 9,700",60,C
4080590001,38-30,WEST DRIVE,"3 5,000",44,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4080820285,40-00,235 STREET,"1 9,942",44,D
4080920005,43-60,DOUGLASTON PARKWAY,"1 14,402",50,D
4080920028,44-20,DOUGLASTON PARKWAY,"2 9,388",68,C
4080920033,44-30,DOUGLASTON PARKWAY,"6 6,342",80,B
4081000002,42-30,DOUGLASTON PARKWAY,"1 01,535",91,A
4081070024,43-25,DOUGLASTON PARKWAY,"6 1,578",73,B
4081350029,41-67,LITTLE NECK PARKWAY,"3 5,400",47,D
4081780008,241-20,NORTHERN BOULEVARD,"1 13,332",85,A
4082140008,248-12,NORTHERN BOULEVARD,"3 3,572",95,A
4082150024,249-20,NORTHERN BOULEVARD,"3 6,400","missing required benchmarkinginformation",F
4082210012,51-60,MARATHON PARKWAY,"2 8,000",87,A
4082560108,54-40,LITTLE NECK PARKWAY,"2 40,925",91,A
4082630147,47-27,LITTLE NECK PARKWAY,"4 7,040",28,D
4082740129,260-19,HOR HARDING EXPWY SR N,"4 6,411","missing required benchmarkinginformation",F
4082760002,242-06,HORACE HARDING EXPWY,"1 49,406",31,D
4082760010,244-24,57 DRIVE,"1 09,562",31,D
4082760020,244-08,HOR HARDING EXPWY SR S,"1 67,032",21,D
4082760030,246-11,57 DRIVE,"1 03,032",21,D
4082760620,57-40,MARATHON PARKWAY,"7 5,600",55,C
4083370001,57-01,MARATHON PARKWAY,"1 59,428",15,D
4083490036,249-57,60 AVENUE,"1 61,012",15,D
4083520051,58-20,LITTLE NECK PARKWAY,"4 9,638",100,A
4083530001,60-33,251 STREET,"1 54,176",24,D
4083610001,61-25,LITTLE NECK PARKWAY,"1 14,000",73,B
4083630001,251-02,61 AVENUE,"1 89,016",27,D
4083930001,60-15,LITTLE NECK PARKWAY,"2 24,106",96,A
4084000024,55-15,LITTLE NECK PARKWAY,"9 7,081",32,D
4084010350,251-38,71 ROAD,"1 21,968",35,D
4084010600,245-10,GRND CNTRL PARKWAY SR S,"2 63,883",52,D
4084010675,251-38,71 AVENUE,"2 17,014",47,D
4084017501,250-10,GRND CNTRL PARKWAY SR S,"6 6,200",80,B
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4084010375,252-72,LITTLE NECK PARKWAY,"1 61,500",59,C
4084400001,73-43,LITTLE NECK PARKWAY,"1 19,249",20,D
4084410001,73-43,255 STREET,"1 52,662",20,D
4084420001,70-43,LITTLE NECK PARKWAY,"1 79,864",20,D
4084460001,73-43,260 STREET,"1 70,459",20,D
4084470001,71-33,260 STREET,"1 75,554",20,D
4084500001,264-02,LANGSTON AVENUE,"1 28,946",20,D
4084900002,245-24,76 AVENUE,"1 36,802",20,D
4084920002,76-03,COMMONWEALTH BOULEVARD,"1 33,656",20,D
4085110002,254-02,74 AVENUE,"1 12,268",20,D
4085150002,74-02,260 STREET,"1 37,476",20,D
4085170002,74-02,263 STREET,"1 39,272",20,D
4085200002,270-05,76 AVENUE,"2 ,014,617",21,D
4085200175,271-11,76 AVENUE,"3 56,093",40,D
4085350002,75-44,263 STREET,"1 54,232",20,D
4086160001,248-05,85 AVENUE,"5 7,000",56,C
4086370006,244-44,87 AVENUE,"5 3,700",81,B
4086680143,251-21,JERICHO TURNPIKE,"3 6,667",59,C
4087170001,81-51,261 STREET,"7 0,734",88,A
4087310004,81-14,256 STREET,"1 71,000",60,C
4087430102,81-15,268 STREET,"1 18,980",39,D
4087890031,259-10,HILLSIDE AVENUE,"4 2,442",62,C
4088010014,85-01,258 STREET,"3 6,500",91,A
4088340001,74-01,JAMAICA AVENUE,"1 0,265",49,D
4088400144,86-50,77 STREET,"5 1,000",54,D
4088470214,85-50,85 DRIVE,"8 5,000",51,D
4088470357,86-02,FOREST PARKWAY,"4 2,000",54,D
4088540067,86-05,FOREST PARKWAY,"2 9,000",6,D
4088550020,85-52,85 STREET,"7 2,550",28,D
4088570075,84-23,85 ROAD,"4 8,000",37,D
4088650001,86-02,PARK LANE SOUTH,"4 6,500",91,A
4088650009,86-20,PARK LANE SOUTH,"4 0,902",40,D
4088760006,89-20,PARK LANE SOUTH,"2 7,000",22,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4088840017,86-04,96 STREET,"3 4,000",39,D
4089250047,87-21,87 STREET,"2 8,100",48,D
4089290106,91-48,88 ROAD,"6 4,512",35,D
4089290058,91-02,88 AVENUE,"8 3,467",83,B
4089300098,88-20,WOODHAVEN BOULEVARD,"2 8,000",9,D
4089320033,90-19,88 AVENUE,"1 50,000",57,C
4089750100,95-16,89 AVENUE,"4 5,418",37,D
4090110014,82-01,ROCKAWAY BOULEVARD,"4 5,531",63,C
4090270102,90-02,ATLANTIC AVENUE,"3 0,600","missing required benchmarkinginformation",F
4090280001,92-06,ATLANTIC AVENUE,"7 8,820",66,C
4090530014,97-16,83 STREET,"5 3,230",27,D
4090640031,90-01,101 AVENUE,"6 5,460",14,D
4090670001,93-11,101 AVENUE,"1 44,180",85,A
4090710097,99-09,95 STREET,"4 0,248",68,C
4090980022,101-60,92 STREET,"5 9,310",88,A
4091200043,103-55,97 STREET,"3 1,430",70,B
4091210011,103-22,99 STREET,"4 0,000",24,D
4091550025,90-15,SUTTER AVENUE,"1 05,880",50,D
4091720001,109-15,98 STREET,"1 83,070",60,C
4091777501,84-10,101 STREET,"1 04,225",79,B
4091770023,84-40,101 STREET,"1 06,195",28,D
4091830001,85-01,102 STREET,"4 6,840",61,C
4091860049,86-03,102 STREET,"6 9,000",95,A
4091940007,84-06,109 STREET,"4 6,200",62,C
4091940048,84-05,108 STREET,"6 0,000",75,B
4092040009,86-10,109 STREET,"5 6,400",51,D
4092040028,86-48,109 STREET,"1 05,600",53,D
4092060001,109-10,PARK LANE SOUTH,"7 6,188",46,D
4092090049,83-84,116 STREET,"6 6,600",86,A
4092090055,115-25,84 AVENUE,"5 5,600",73,B
4092230034,85-55,115 STREET,"3 7,024",9,D
4092250001,111-18,86 AVENUE,"4 6,108",59,C
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4092260057,86-02,114 STREET,"4 1,328",19,D
4092300022,82-33,LEFFERTS BOULEVARD,"2 8,100","missing required benchmarkinginformation",F
4092300060,119-51,METROPOLITAN AVENUE,"3 3,000",36,D
4092300066,119-37,METROPOLITAN AVENUE,"7 1,436",68,C
4092300074,119-21,METROPOLITAN AVENUE,"5 8,300",69,C
4092310063,83-55,LEFFERTS BOULEVARD,"3 2,000",88,A
4092310091,83-15,LEFFERTS BOULEVARD,"1 07,700",84,B
4092317501,83-09,LEFFERTS BOULEVARD,"4 3,798",13,D
4092317502,119-40,METROPOLITAN AVENUE,"6 7,550",100,A
4092340034,84-47,118 STREET,"4 0,700",12,D
4092340040,84-37,118 STREET,"3 0,000",75,B
4092340044,84-25,118 STREET,"4 0,454",57,C
4092360033,120-07,85 AVENUE,"4 6,692",73,B
4092380001,122-04,METROPOLITAN AVENUE,"3 6,126",93,A
4092450240,84-50,AUSTIN STREET,"7 4,928",68,C
4092450300,84-20,AUSTIN STREET,"5 3,252",89,A
4092460305,124-16,84 ROAD,"8 2,767",74,B
4092490040,84-70,129 STREET,"1 07,250",68,C
4092540001,116-06,MYRTLE AVENUE,"3 5,000",73,B
4092600011,85-18,118 STREET,"3 7,772",81,B
4092600018,85-28,118 STREET,"3 8,600",100,A
4092620095,117-11,MYRTLE AVENUE,"2 7,000","missing required benchmarkinginformation",F
4092650001,85-11,LEFFERTS BOULEVARD,"4 3,284",80,B
4092650006,85-10,120 STREET,"6 1,092",68,C
4092660001,120-10,85 AVENUE,"4 9,406",46,D
4092660032,120-05,HILLSIDE AVENUE,"3 5,340",93,A
4092660042,85-31,120 STREET,"3 1,920",86,A
4092660045,85-25,120 STREET,"3 7,848",91,A
4092667501,85-15,120 STREET,"4 5,581",15,D
4092730048,119-04,HILLSIDE AVENUE,"3 3,242",42,D
4092780099,124-06,124 STREET,"3 8,016",33,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4092800001,86-02,127 STREET,"4 6,307",54,D
4092810044,129-01,JAMAICA AVENUE,"1 35,954",90,A
4092810046,127-03,JAMAICA AVENUE,"7 4,542",90,A
4092880082,87-17,102 STREET,"3 6,000",53,D
4092880101,88-01,102 STREET,"3 1,450",13,D
4092930036,89-15,102 STREET,"3 3,120",20,D
4093000105,87-50,111 STREET,"2 6,100","missing required benchmarkinginformation",F
4093020028,87-60,113 STREET,"5 3,166",43,D
4093040011,87-24,115 STREET,"6 5,976",63,C
4093050002,115-02,JAMAICA AVENUE,"3 6,816",92,A
4093050041,87-86,116 STREET,"3 9,780",62,C
4093060030,100-01,92 AVENUE,"3 1,023",75,B
4093210001,113-02,89 AVENUE,"1 00,000",63,C
4093270026,87-52,118 STREET,"3 2,370",28,D
4093290075,87-25,LEFFERTS BOULEVARD,"2 6,978",48,D
4093350018,87-14,129 STREET,"3 6,000",100,A
4093370019,87-28,130 STREET,"2 6,589",61,C
4093380069,87-49,130 STREET,"2 9,889",61,C
4093410001,133-02,JAMAICA AVENUE,"2 5,548","missing required benchmarkinginformation",F
4093420007,134-14,JAMAICA AVENUE,"4 87,000",100,A
4093510001,119-02,91 AVENUE,"3 2,000",26,D
4093630008,89-40,135 STREET,"1 35,350",92,A
4093630033,89-02,135 STREET,"8 2,000",10,D
4093640001,90-28,VAN WYCK EXPRESSWAY SR W,"4 7,863",100,A
4093640010,89-10,VAN WYCK EXPRESSWAY SR W,"4 84,470",99,A
4093750212,93-30,VAN WYCK EXPRESSWAY SR W,"4 7,000","missing required benchmarkinginformation",F
4093750231,133-01,ATLANTIC AVENUE,"3 5,150","missing required benchmarkinginformation",F
4093750272,131-11,ATLANTIC AVENUE,"1 70,080",70,B
4093810044,94-06,104 STREET,"1 49,900",24,D
4094100001,108-10,97 AVENUE,"7 7,160",45,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4094180012,101-32,101 STREET,"4 8,165",76,B
4094190049,101-21,101 STREET,"3 5,600",76,B
4094350016,94-22,118 STREET,"3 8,454",70,B
4094520030,117-03,97 AVENUE,"7 9,535",36,D
4094600001,120-08,97 AVENUE,"3 7,024",54,D
4094770001,131-10,97 AVENUE,"5 3,746",63,C
4094830021,97-10,VAN WYCK EXPRESSWAY SR W,"3 5,032",19,D
4094910001,101-33,124 STREET,"6 9,114",34,D
4095230051,104-35,102 STREET,"2 5,980",100,A
4095250040,102-05,ROCKAWAY BOULEVARD,"3 5,400",79,B
4095400002,101-01,ROCKAWAY BOULEVARD,"5 52,216",51,D
4095580046,103-35,120 STREET,"4 6,760",7,D
4096000040,120-11,109 AVENUE,"2 9,000",13,D
4096207501,140-35,QUEENS BOULEVARD,"1 14,406",61,C
4096210001,87-10,135 STREET,"5 6,000",75,B
4096250013,139-30,QUEENS BOULEVARD,"6 3,897",45,D
4096290001,131-11,KEW GARDENS ROAD,"7 7,520",52,D
4096310227,123-30,83 AVENUE,"5 4,600",98,A
4096310232,123-40,83 AVENUE,"1 15,000",63,C
4096310241,123-60,83 AVENUE,"1 96,393",66,C
4096440001,86-25,VAN WYCK EXPRESSWAY SR E,"1 67,400",51,D
4096480001,138-02,QUEENS BOULEVARD,"4 9,815",66,C
4096480024,84-31,VAN WYCK EXPRESSWAY SR E,"8 0,052",70,B
4096490053,85-02,MANTON STREET,"1 00,970",34,D
4096517501,85-15,MAIN STREET,"3 20,496",36,D
4096600002,82-05,134 STREET,"5 3,600",29,D
4096600015,82-35,134 STREET,"6 2,256",61,C
4096600030,82-46,135 STREET,"1 03,842",69,C
4096600135,82-08,135 STREET,"5 3,600",38,D
4096640001,137-02,83 AVENUE,"1 79,024",57,C
4096650001,83-20,141 STREET,"2 53,180",86,A
4096660001,139-15,83 AVENUE,"3 15,136",41,D
4096660040,135-30,82 DRIVE,"6 9,384",91,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4096660052,135-09,82 DRIVE,"7 3,524",77,B
4096660080,137-01,83 AVENUE,"1 26,552",76,B
4096670001,82-30,HOOVER AVENUE,"6 4,248",82,B
4096670015,135-26,HOOVER AVENUE,"6 4,248",70,B
4096670025,82-41,135 STREET,"6 4,248",78,B
4096680005,135-16,82 AVENUE,"4 6,950",100,A
4096680027,135-05,HOOVER AVENUE,"6 1,218",97,A
4096690012,135-32,COOLIDGE AVENUE,"4 3,099",73,B
4096690030,135-23,82 AVENUE,"3 0,766","missing required benchmarkinginformation",F
4096740007,89-15,144 STREET,"4 3,000",95,A
4096760007,89-00,SUTPHIN BOULEVARD,"5 2,186","missing required benchmarkinginformation",F
4096770007,90-15,SUTPHIN BOULEVARD,"1 10,508",87,A
4096770167,147-28,90 AVENUE,"6 1,000",99,A
4096780037,148-14,90 AVENUE,"4 9,482",94,A
4096780042,90-10,149 STREET,"9 8,748",69,C
4096780054,148-15,LOWE COURT,"5 1,282",64,C
4096780112,90-36,149 STREET,"1 10,538",70,B
4096790052,90-11,149 STREET,"1 36,000",71,B
4096790059,90-10,150 STREET,"3 6,700",42,D
4096790200,90-23,149 STREET,"1 10,160",73,B
4096790067,90-36,150 STREET,"5 4,000",80,B
4096800018,89-04,148 STREET,"7 0,592",69,C
4096800001,89-19,SUTPHIN BOULEVARD,"3 20,535",89,A
4096810067,148-42,150 STREET,"2 8,000",99,A
4096810073,89-18,150 STREET,"2 5,669",48,D
4096810091,148-19,90 AVENUE,"6 6,466",87,A
4096817501,148-36,89 AVENUE,"3 1,787",100,A
4096840008,82-12,MALBA DRIVE,"2 0,000",31,D
4096860010,88-15,144 STREET,"4 1,520",79,B
4096910001,88-11,SUTPHIN BOULEVARD,"4 00,000",83,B
4096920072,147-25,148 STREET,"6 5,916",46,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
4096930001,88-25,148 STREET,"8 8,900",78,B
4096930011,88-09,148 STREET,"6 2,652",58,C
4096930019,148-28,88 AVENUE,"1 12,816",57,C
4096930029,148-48,88 AVENUE,"8 3,394",80,B
4096930038,88-18,150 STREET,"2 7,768",79,B
4096930042,148-45,89 AVENUE,"8 2,284",72,B
4096930051,148-25,89 AVENUE,"1 27,200",37,D
4096940037,87-74,150 STREET,"2 8,800","missing required benchmarkinginformation",F
4096940052,148-25,88 AVENUE,"5 0,070",18,D
4096950001,150-02,88 AVENUE,"5 2,800",29,D
4096970052,152-09,88 AVENUE,"4 9,754",72,B
4096980027,139-01,HILLSIDE AVENUE,"3 6,621","missing required benchmarkinginformation",F
4097060088,150-25,HILLSIDE AVENUE,"3 4,300",56,C
4097070048,150-91,87 ROAD,"3 6,000",72,B
