,10-Digit BBL,"Street Number",Street Name,"DOF Gross Square Footage",Energy Star 1 to 100 Score,"Energy Efficiency Grade"
19419,4013770016,97-08,ASTORIA BOULEVARD,"5 2,260",43,D
19420,4014010031,89-09,32 AVENUE,"2 6,692",65,C
19421,4014020036,31-33,90 STREET,"3 5,604",15,D
19422,4014020042,31-21,90 STREET,"3 5,604",38,D
19423,4014180001,32-20,89 STREET,"3 99,204",85,A
19424,4014190001,89-02,32 AVENUE,"1 02,476",58,C
19425,4014200001,32-45,90 STREET,"3 99,204",86,A
19426,4014210001,32-45,91 STREET,"3 32,660",98,A
19427,4014220019,32-30,93 STREET,"4 1,316",54,D
19428,4014220024,32-40,93 STREET,"2 6,676",81,B
19429,4014220029,32-50,93 STREET,"2 6,676",44,D
19430,4014230057,93-01,NORTHERN BOULEVARD,"4 7,931",30,D
19431,4014230001,32-02,JUNCTION BOULEVARD,"1 70,900",76,B
19435,4014300043,33-33,82 STREET,"7 1,562",80,B
19437,4014310006,33-08,84 STREET,"3 7,612",2,D
19438,4014320034,33-52,85 STREET,"5 0,900",99,A
19439,4014320039,33-51,84 STREET,"5 3,400",50,D
19440,4014337501,85-11,34 AVENUE,"7 3,800",100,A
19441,4014340029,86-11,34 AVENUE,"7 3,800",66,C
19442,4014350029,87-09,34 AVENUE,"5 1,630",68,C
19443,4014360032,88-11,34 AVENUE,"7 3,800",46,D
19444,4014370032,89-07,34 AVENUE,"9 8,460",100,A
19445,4014380001,33-25,90 STREET,"3 69,450",81,B
19446,4014400001,33-25,92 STREET,"3 95,940",66,C
19447,4014410015,93-11,34 AVENUE,"8 7,200",66,C
19448,4014420001,33-04,94 STREET,"2 46,480",69,C
19449,4014430001,82-06,34 AVENUE,"3 9,162",99,A
19450,4014430006,82-16,34 AVENUE,"3 9,162",85,A
19451,4014430033,82-15,35 AVENUE,"5 2,422",57,C
19452,4014430040,34-57,82 STREET,"5 1,872",76,B
19453,4014437501,34-20,83 STREET,"6 0,900",41,D
19454,4014430019,34-25,82 STREET,"9 3,899",33,D
19455,4014440001,83-02,34 AVENUE,"2 7,192",55,C
19456,4014440006,34-10,84 STREET,"2 7,192",53,D
19457,4014440032,83-01,35 AVENUE,"5 3,248",9,D
19458,4014450001,84-10,34 AVENUE,"5 9,778",80,B
19459,4014450034,84-09,35 AVENUE,"8 0,754",31,D
19460,4014460001,85-10,34 AVENUE,"1 04,478",91,A
19461,4014460033,85-05,35 AVENUE,"8 3,238",62,C
19462,4014460045,34-41,85 STREET,"1 70,500",74,B
19463,4014470001,86-10,34 AVENUE,"1 04,476",63,C
19465,4014480001,87-10,34 AVENUE,"7 3,800",63,C
19466,4014480032,87-07,35 AVENUE,"7 9,012",95,A
19467,4014490001,88-10,34 AVENUE,"7 3,800",70,B
19468,4014490032,88-01,35 AVENUE,"7 3,900",46,D
19469,4014500001,89-04,34 AVENUE,"9 7,410",42,D
19470,4014500032,34-58,90 STREET,"5 3,394",66,C
19471,4014500039,34-59,89 STREET,"5 3,394",75,B
19472,4014510001,90-10,34 AVENUE,"8 9,340",46,D
19473,4014510032,90-11,35 AVENUE,"8 9,340",51,D
19474,4014520006,91-16,34 AVENUE,"3 8,826",38,D
19475,4014527501,91-10,34 AVENUE,"4 9,392",40,D
19476,4014530010,92-16,34 AVENUE,"5 9,723",89,A
19477,4014530034,92-11,35 AVENUE,"9 8,400",52,D
19478,4014540001,34-10,94 STREET,"1 21,770",58,C
19479,4014540018,93-01,35 AVENUE,"2 6,600",64,C
19480,4014550001,94-06,34 AVENUE,"5 2,040",40,D
19481,4014550030,94-11,34 ROAD,"7 2,324",83,B
19482,4014550041,34-15,94 STREET,"7 8,088",25,D
19483,4014550050,94-05,35 AVENUE,"3 3,420",88,A
19484,4014550055,94-06,34 ROAD,"4 6,662",36,D
19485,4014550060,94-16,34 ROAD,"4 1,712",100,A
19486,4014550065,94-26,34 ROAD,"4 1,712",39,D
19487,4014550080,95-05,35 AVENUE,"3 3,420",88,A
19488,4014550085,94-19,35 AVENUE,"3 3,420",88,A
19489,4014560022,35-40,83 STREET,"5 6,636",24,D
19490,4014560029,35-54,83 STREET,"4 6,854",64,C
19493,4014560046,35-53,82 STREET,"4 6,854",58,C
19494,4014570001,83-12,35 AVENUE,"8 5,002",87,A
19495,4014570006,83-10,35 AVENUE,"8 5,002",87,A
19498,4014570034,35-64,84 STREET,"1 18,770",9,D
19499,4014570056,35-33,83 STREET,"7 8,378",59,C
19500,4014580001,84-02,35 AVENUE,"1 09,476",80,B
19501,4014580012,35-16,85 STREET,"1 23,000",74,B
19502,4014580020,35-50,85 STREET,"8 9,424",68,C
19504,4014580046,35-43,84 STREET,"1 17,294",57,C
19505,4014587501,84-01,37 AVENUE,"4 4,195",8,D
19506,4014590001,35-11,86 STREET,"3 06,990",68,C
19507,4014590040,35-65,85 STREET,"4 8,300",72,B
19508,4014600001,86-06,35 AVENUE,"8 3,238",65,C
19509,4014600040,35-65,86 STREET,"4 6,354",96,A
19510,4014600034,86-15,37 AVENUE,"4 9,182",87,A
19511,4014610001,87-02,35 AVENUE,"5 0,700",49,D
19512,4014610006,35-06,88 STREET,"5 3,268",93,A
19513,4014610035,87-15,37 AVENUE,"1 04,887",95,A
19514,4014620001,88-02,35 AVENUE,"8 1,900",84,B
19515,4014627501,88-01,37 AVENUE,"9 3,297",46,D
19516,4014630001,89-10,35 AVENUE,"7 9,022",44,D
19517,4014640001,35-07,90 STREET,"2 6,660",45,D
19518,4014640043,35-63,90 STREET,"3 4,470",11,D
19519,4014660039,35-61,92 STREET,"3 7,815",34,D
19520,4014670006,35-06,94 STREET,"2 8,640",15,D
19521,4014677501,93-05,37 AVENUE,"3 4,901",98,A
19522,4014680001,94-02,35 AVENUE,"1 11,648",100,A
19523,4014680052,35-51,94 STREET,"2 5,475",43,D
19524,4014690050,35-51,95 STREET,"5 0,924",49,D
19525,4014690058,35-35,95 STREET,"3 1,720",98,A
19526,4014690063,35-25,95 STREET,"3 0,644",51,D
19527,4014690068,35-15,95 STREET,"2 8,940",15,D
19529,4014697501,35-38,JUNCTION BOULEVARD,"6 5,816",86,A
19530,4014700024,37-30,83 STREET,"8 3,814",66,C
19531,4014710012,37-16,84 STREET,"1 80,804",31,D
19532,4014740012,37-20,87 STREET,"1 68,600",100,A
19533,4014740047,37-51,86 STREET,"6 9,654",83,B
19534,4014740058,37-27,86 STREET,"1 15,602",50,D
19535,4014750001,87-10,37 AVENUE,"1 00,000",69,C
19536,4014750021,37-36,88 STREET,"3 2,856",21,D
19537,4014750027,37-60,88 STREET,"1 36,704",65,C
19538,4014760001,88-02,37 AVENUE,"8 3,844",44,D
19539,4014760026,37-52,89 STREET,"6 9,912",64,C
19540,4014760052,37-43,88 STREET,"4 5,532",22,D
19541,4014760058,37-37,88 STREET,"5 0,968",76,B
19542,4014770050,37-51,89 STREET,"4 9,280",27,D
19543,4014780001,37-05,90 STREET,"4 4,214",9,D
19544,4014820011,37-10,95 STREET,"3 4,288",2,D
19545,4014850037,40-30,75 STREET,"4 4,218",57,C
19546,4014850051,40-52,75 STREET,"3 0,100",82,B
19547,4014857501,40-40,75 STREET,"7 7,160",92,A
19548,4014860052,75-17,41 AVENUE,"3 1,860",56,C
19549,4014880042,40-37,77 STREET,"5 7,272",100,A
19550,4014890018,40-40,79 STREET,"1 76,480",71,B
19551,4014900018,79-11,41 AVENUE,"3 13,120",59,C
19552,4014910021,80-15,41 AVENUE,"2 69,383",73,B
19553,4014920032,81-31,BAXTER AVENUE,"3 3,600",47,D
19554,4014920049,40-15,81 STREET,"6 8,194",72,B
19555,4014927501,81-09,41 AVENUE,"2 5,763",1,D
19556,4014940029,41-05,74 STREET,"3 0,072",41,D
19557,4014950052,41-44,76 STREET,"3 3,900",67,C
19558,4014960056,41-41,76 STREET,"3 3,901",43,D
19559,4014970023,41-50,78 STREET,"1 48,958",72,B
19560,4014970001,77-01,BROADWAY,"7 9,396",98,A
19561,4015000002,79-01,BROADWAY,"1 ,502,532",98,A
19563,4015040001,40-05,HAMPTON STREET,"7 5,642",53,D
19564,4015040062,40-45,HAMPTON STREET,"5 7,000",51,D
19565,4015040068,40-35,HAMPTON STREET,"5 7,000",45,D
19566,4015040074,40-25,HAMPTON STREET,"5 7,000",37,D
19567,4015040080,40-15,HAMPTON STREET,"5 7,000",39,D
19568,4015050001,40-05,ITHACA STREET,"6 0,000",56,C
19569,4015050012,40-18,HAMPTON STREET,"5 4,545",55,C
19570,4015050037,40-70,HAMPTON STREET,"8 9,772",72,B
19571,4015057501,40-35,ITHACA STREET,"5 1,890",29,D
19572,4015060047,40-66,ITHACA STREET,"6 6,000",57,C
19573,4015060062,41-67,JUDGE STREET,"1 00,332",68,C
19574,4015070005,81-14,BAXTER AVENUE,"3 2,947",60,C
19575,4015070054,41-72,JUDGE STREET,"7 4,000",84,B
19576,4015080001,80-26,BAXTER AVENUE,"4 7,634",79,B
19577,4015080011,42-22,KETCHAM STREET,"9 9,876",80,B
19578,4015080022,42-25,LAYTON STREET,"4 7,928",66,C
19579,4015080027,42-15,LAYTON STREET,"4 5,648",46,D
19580,4015090006,42-02,LAYTON STREET,"7 7,358",70,B
19581,4015090017,81-11,PETTIT AVENUE,"1 06,541",98,A
19583,4015090057,82-15,BRITTON AVENUE,"7 8,128",35,D
19584,4015097501,82-01,BRITTON AVENUE,"9 0,108",54,D
19585,4015100020,89-25,ELMHURST AVENUE,"9 2,180",94,A
19586,4015110001,40-45,ELBERTSON STREET,"2 17,000",99,A
19587,4015110032,89-05,ELMHURST AVENUE,"1 04,646",92,A
19588,4015120013,40-60,ELBERTSON STREET,"9 0,360",98,A
19589,4015120026,88-35,ELMHURST AVENUE,"9 9,383",50,D
19590,4015130028,88-11,ELMHURST AVENUE,"9 2,244",55,C
19591,4015140001,85-28,BRITTON AVENUE,"1 63,000",57,C
19592,4015160033,86-15,ELMHURST AVENUE,"6 6,000",89,A
19593,4015160049,42-29,JUDGE STREET,"3 2,070",64,C
19594,4015170021,83-40,BRITTON AVENUE,"5 9,596",82,B
19596,4015170033,83-45,VIETOR AVENUE,"1 16,400",45,D
19597,4015170059,83-25,VIETOR AVENUE,"5 8,500",33,D
19598,4015180009,83-30,VIETOR AVENUE,"1 56,660",71,B
19599,4015180023,83-60,VIETOR AVENUE,"7 1,000",41,D
19600,4015180040,42-42,JUDGE STREET,"4 5,498",54,D
19601,4015180044,42-54,JUDGE STREET,"3 2,550",26,D
19602,4015180050,85-05,ELMHURST AVENUE,"6 0,000",75,B
19603,4015180060,84-49,ELMHURST AVENUE,"6 0,000",59,C
19604,4015180083,84-11,ELMHURST AVENUE,"3 5,082",5,D
19605,4015187501,84-25,ELMHURST AVENUE,"1 45,341",54,D
19606,4015187502,83-06,VIETOR AVENUE,"1 07,960",26,D
19607,4015190028,75-06,WOODSIDE AVENUE,"5 2,553",58,C
19609,4015250001,79-02,WOODSIDE AVENUE,"5 8,580",98,A
19610,4015250018,42-16,80 STREET,"8 3,705",73,B
19611,4015250030,42-42,80 STREET,"1 11,500",79,B
19612,4015250047,42-72,80 STREET,"8 9,000",15,D
19613,4015260001,80-20,BROADWAY,"7 3,995",100,A
19614,4015260016,42-26,81 STREET,"7 4,052",57,C
19615,4015267501,42-25,80 STREET,"1 15,364",52,D
19616,4015270001,81-11,45 AVENUE,"1 21,080",51,D
19617,4015277501,42-15,81 STREET,"1 39,464",46,D
19618,4015277502,42-10,82 STREET,"9 5,880",39,D
19619,4015310021,78-06,46 AVENUE,"3 5,700",78,B
19620,4015317501,78-36,46 AVENUE,"2 5,499",60,C
19621,4015360013,76-09,QUEENS BOULEVARD,"3 6,186",78,B
19622,4015367501,80-06,47 AVENUE,"1 05,000",69,C
19623,4015367502,76-26,47 AVENUE,"2 7,450",34,D
19625,4015367503,45-16,83 STREET,"2 18,540",58,C
19626,4015380016,79-20,BARNWELL AVENUE,"2 7,305",24,D
19628,4015380075,80-55,CORNISH AVENUE,"2 40,000",40,D
19629,4015407501,81-15,QUEENS BOULEVARD,"6 7,432",79,B
19631,4015427502,82-25,QUEENS BOULEVARD,"3 6,164",76,B
19632,4015440001,83-02,CORNISH AVENUE,"6 8,326",70,B
19633,4015450033,83-37,ST JAMES AVENUE,"1 15,861",71,B
19634,4015470001,84-19,51 AVENUE,"8 7,780",79,B
19635,4015470016,85-14,BROADWAY,"7 9,710",18,D
19636,4015480006,84-20,51 AVENUE,"5 2,230",94,A
19637,4015497501,51-35,REEDER STREET,"2 32,807",80,B
19638,4015510026,92-05,WHITNEY AVENUE,"1 23,228",63,C
19639,4015520001,40-51,DENMAN STREET,"8 2,724",58,C
19640,4015530001,41-11,ELBERTSON STREET,"1 50,000",52,D
19641,4015530028,40-94,DENMAN STREET,"5 3,250",100,A
19642,4015530035,90-31,WHITNEY AVENUE,"6 7,200",90,A
19643,4015540001,88-36,ELMHURST AVENUE,"5 5,526",67,C
19644,4015540011,41-12,ELBERTSON STREET,"4 3,225",69,C
19645,4015540023,41-42,ELBERTSON STREET,"8 5,360",97,A
19646,4015540051,41-65,FORLEY STREET,"5 5,526",65,C
19647,4015550001,88-12,ELMHURST AVENUE,"8 8,426",59,C
19648,4015550027,41-98,FORLEY STREET,"4 4,280",67,C
19649,4015550033,89-33,WHITNEY AVENUE,"3 1,508",97,A
19650,4015560001,87-40,ELMHURST AVENUE,"4 4,130",47,D
19651,4015560006,87-42,ELMHURST AVENUE,"4 5,850",29,D
19652,4015560024,41-96,GLEANE STREET,"7 2,400",97,A
19653,4015560033,42-37,HAMPTON STREET,"6 7,898",86,A
19654,4015560043,42-11,HAMPTON STREET,"7 3,100",76,B
19655,4015570023,42-30,HAMPTON STREET,"6 8,700",46,D
19656,4015570033,42-43,ITHACA STREET,"5 3,500",89,A
19657,4015580026,42-42,ITHACA STREET,"4 9,638",39,D
19658,4015590007,85-20,ELMHURST AVENUE,"4 7,846",68,C
19659,4015600001,44-05,MACNISH STREET,"1 44,932",56,C
19661,4015600006,44-10,KETCHAM STREET,"7 1,196",38,D
19662,4015600029,86-11,WHITNEY AVENUE,"8 2,788",73,B
19663,4015610012,44-10,MACNISH STREET,"9 7,032",71,B
19664,4015610025,44-30,MACNISH STREET,"6 1,318",87,A
19665,4015640004,92-16,WHITNEY AVENUE,"6 9,654",80,B
19666,4015640058,41-25,CASE STREET,"9 7,266",80,B
19667,4015650006,41-06,CASE STREET,"7 5,999",59,C
19668,4015660001,42-07,WHITNEY AVENUE,"6 9,000",47,D
19669,4015660006,41-06,DENMAN STREET,"2 6,670",12,D
19670,4015660021,41-40,DENMAN STREET,"9 9,180",100,A
19671,4015660039,92-29,LAMONT AVENUE,"6 1,500",82,B
19672,4015670040,92-01,LAMONT AVENUE,"8 2,500",94,A
19673,4015680040,91-31,LAMONT AVENUE,"6 7,000",69,C
19674,4015690001,89-10,WHITNEY AVENUE,"8 9,293",12,D
19675,4015690037,91-15,LAMONT AVENUE,"6 1,896",25,D
19676,4015700001,88-10,WHITNEY AVENUE,"5 5,553",60,C
19677,4015700008,88-20,WHITNEY AVENUE,"4 3,212",42,D
19678,4015700046,43-31,ITHACA STREET,"5 9,000",2,D
19679,4015710019,43-02,ITHACA STREET,"5 6,616",32,D
19680,4015770001,91-36,LAMONT AVENUE,"8 5,585",61,C
19681,4015807502,46-06,88 STREET,"3 2,169",100,A
19682,4015810001,83-45,BROADWAY,"1 79,494",64,C
19683,4015810028,86-45,ST JAMES AVENUE,"1 16,538",85,A
19684,4015840010,46-11,88 STREET,"2 9,600",46,D
19685,4016000061,45-10,94 STREET,"2 38,000",17,D
19686,4016070001,40-30,99 STREET,"1 63,180",33,D
19687,4016080058,40-20,100 STREET,"1 11,453",24,D
19688,4016130017,96-18,43 AVENUE,"1 29,592",14,D
19689,4016280021,97-40,43 AVENUE,"1 05,671",40,D
19690,4016310041,101-12,46 AVENUE,"3 2,028",20,D
19691,4016320020,100-17,23 AVENUE,"1 00,000",44,D
19692,4016340001,100-15,DITMARS BOULEVARD,"1 24,483",54,D
19693,4016400020,102-40,DITMARS BOULEVARD,"1 23,425",72,B
19695,4016400025,104-04,DITMARS BOULEVARD,"3 54,254",91,A
19696,4016410001,102-05,DITMARS BOULEVARD,"2 61,267",67,C
19697,4016790001,108-05,ASTORIA BOULEVARD,"3 9,267",15,D
19699,4017027501,32-65,107 STREET,"2 8,838",94,A
19701,4017040172,110,ASTORIA BOULEVARD,"7 5,201",31,D
19702,4017050035,111-17,NORTHERN BOULEVARD,"3 2,184",7,D
19703,4017067501,112-15,NORTHERN BOULEVARD,"1 55,026",66,C
19704,4017107501,33,JUNCTION BLVD,"2 6,416",100,A
19705,4017140018,99-01,34 AVENUE,"1 08,499",10,D
19706,4017217501,106-04,NORTHERN BOULEVARD,"4 1,221",52,D
19707,4017250001,110-08,NORTHERN BOULEVARD,"4 9,471",8,D
19708,4017270008,112-50,NORTHERN BOULEVARD,"2 90,000",65,C
19709,4017277501,112-02,NORTHERN BOULEVARD,"4 4,694",96,A
19710,4017390017,35-28,99 STREET,"3 0,228",17,D
19711,4017460027,35-33,104 STREET,"4 8,350",80,B
19712,4017560005,34-12,113 STREET,"1 33,542",47,D
19713,4017560025,34-40,113 STREET,"1 56,825",1,D
19714,4017590023,37-50,97 STREET,"7 0,660",51,D
19715,4017590030,37-68,97 STREET,"6 4,200",58,C
19716,4017610012,37-20,99 STREET,"4 2,102",20,D
19717,4017610035,98-07,38 AVENUE,"2 1,391",79,B
19718,4017700007,100-10,39 AVENUE,"2 5,514",46,D
19719,4017767501,39-06,108 STREET,"2 5,345",28,D
19720,4017790006,108-28,38 AVENUE,"2 5,200",28,D
19721,4017797501,38-11,108 STREET,"9 0,764",32,D
19722,4017800036,39-02,111 STREET,"3 7,948",62,C
19724,4017817504,37-17,111 STREET,"2 8,243",71,B
19725,4017820005,112-22,37 AVENUE,"4 0,600",94,A
19727,4017820019,37-10,114TH STREET,"1 18,300",65,C
19728,4017857504,112-45,39 AVENUE,"7 9,426",90,A
19729,4017860017,39-06,114 STREET,"4 0,936",24,D
19730,4017860038,112-23,ROOSEVELT AVENUE,"2 9,172",78,B
19731,4018350050,88-32,50 AVENUE,"2 6,000",22,D
19732,4018370012,87-10,51 AVENUE,"1 41,954",72,B
19733,4018370104,86-15,BROADWAY,"1 92,640",58,C
19734,4018377501,88-30,51 AVENUE,"7 7,106",95,A
19735,4018377502,87-22,51 AVENUE,"5 3,660",74,B
19736,4018410001,89-20,55 AVENUE,"1 09,796",93,A
19737,4018420031,87-22,JUSTICE AVENUE,"1 07,010",53,D
19738,4018420071,86-35,QUEENS BOULEVARD,"1 27,140",62,C
19739,4018427501,87-08,JUSTICE AVENUE,"1 24,749",68,C
19740,4018427502,86-55,BROADWAY,"1 05,325",38,D
19741,4018427503,88-31,55 AVENUE,"3 81,459",45,D
19742,4018450010,89-50,56 AVENUE,"1 77,692",99,A
19743,4018490001,90-14,90 STREET,"1 11,836",67,C
19744,4018557501,53-11,90 STREET,"7 2,000",60,C
19745,4018570038,90-59,56 AVENUE,"1 22,381",48,D
19746,4018600102,92-59,59 AVENUE,"2 02,383",83,B
19747,4018720007,56-25,92 STREET,"9 4,380",87,A
19748,4018720011,92-30,56 AVENUE,"1 00,796",58,C
19749,4018720025,56-10,94 STREET,"1 07,390",51,D
19750,4018720045,92-31,57 AVENUE,"1 00,308",83,B
19751,4018730050,57-02,94 STREET,"9 7,000",75,B
19752,4018910001,50-51,98 STREET,"1 05,560",33,D
19753,4018910032,98-15,98 PLACE,"2 07,407",83,B
19754,4019010040,55-01,94 STREET,"1 47,394",40,D
19755,4019020010,94-25,56 AVENUE,"1 87,800",100,A
19756,4019020039,56-11,56 AVENUE,"1 08,120",75,B
19757,4019070001,55-30,98 PLACE,"1 49,548",87,A
19758,4019070025,55-06,99 STREET,"6 5,884",36,D
19759,4019080001,55-25,98 PLACE,"2 25,240",83,B
19761,4019107501,57-10,JUNCTION BOULEVARD,"6 99,956",91,A
19762,4019110001,94-11,59 AVENUE,"1 61,130",17,D
19763,4019130001,94-30,HORACE HARDING EXPWY,"7 9,360",90,A
19764,4019180045,96-04,57 AVENUE,"2 54,600",97,A
19765,4019180050,96-02,57 AVENUE,"2 46,521",89,A
19766,4019180052,96-10,57 AVENUE,"2 39,442",83,B
19767,4019180055,96-08,57 AVENUE,"2 37,443",83,B
19768,4019180060,97-20,57 AVENUE,"2 53,093",70,B
19769,4019180062,97-22,57 AVENUE,"2 38,443",70,B
19770,4019180065,97-30,57 AVENUE,"2 39,443",66,C
19771,4019180067,97-28,57 AVENUE,"2 38,443",66,C
19772,4019180070,98-30,57 AVENUE,"2 35,000",66,C
19773,4019180072,98-32,57 AVENUE,"2 39,000",66,C
19774,4019180075,98-40,57 AVENUE,"2 34,000",78,B
19775,4019180080,98-38,57TH AVENUE,"2 33,000",78,B
19777,4019180085,98-23,HORACE HARDING EXPWY,"2 32,000",76,B
19778,4019180090,98-25,HORACE HARDING EXPWY,"2 35,000",76,B
19779,4019180095,98-17,HOR HARDING EXPWY SR N,"2 35,000",69,C
19780,4019180097,98-15,HORACE HARDING EXPWY,"2 35,000",69,C
19781,4019180105,97-15,HORACE HARDING EXPWY,"2 20,000",75,B
19782,4019180107,97-11,HORACE HARDING EXPWY,"2 35,000",75,B
19783,4019180108,97-05,HORACE HARDING EXPWY,"2 35,000",74,B
19784,4019180110,97-07,HOR HARDING EXPWY SR N,"2 35,000",74,B
19785,4019180114,96-05,HORACE HARDING EXPWY,"2 63,927",30,D
19786,4019320009,52-09,99 STREET,"1 19,348",85,A
19787,4019360020,53-11,99 STREET,"1 19,349",76,B
19788,4019370001,54-09,100 STREET,"2 66,316",92,A
19789,4019390011,54-25,101 STREET,"5 5,822",93,A
19791,4019450001,99-04,57 AVENUE,"1 56,960",66,C
19793,4019460001,99-06,58 AVENUE,"2 35,440",88,A
19794,4019470001,99-11,60 AVENUE,"1 49,804",17,D
19795,4019470018,99-30,59 AVENUE,"2 35,440",52,D
19796,4019480001,99-10,60 AVENUE,"7 4,300",66,C
19797,4019490090,59-21,CALLOWAY STREET,"1 01,858",88,A
19798,4019490106,58-03,CALLOWAY STREET,"1 69,500",48,D
19799,4019540037,107-01,OTIS AVENUE,"1 02,750",53,D
19800,4019557501,54-09,108 STREET,"2 5,040",100,A
19801,4019560001,102-23,HORACE HARDING EXPWY,"3 0,786",54,D
19802,4019580026,58-35,GRANGER STREET,"8 6,400",69,C
19803,4019630005,105-25,HORACE HARDING EXPWY,"1 00,970",66,C
19804,4019640001,59-30,108 STREET,"1 64,335",85,A
19806,4019710001,113-10,HORACE HARDING EXPWY,"4 6,400",12,D
19808,4019750009,103-12,ROOSEVELT AVENUE,"4 0,000",18,D
19809,4019830052,102-43,CORONA AVENUE,"2 6,860",48,D
19810,4019850001,41-15,104 STREET,"8 4,240",68,C
19811,4019860001,104-18,42 AVENUE,"3 5,480",100,A
19812,4020030023,109-10,47 AVENUE,"5 1,865",37,D
19813,4020130026,112-22,ROOSEVELT AVENUE,"3 8,798",21,D
19814,4020757501,92-29,QUEENS BOULEVARD,"1 88,094",81,B
19815,4020790001,95-25,QUEENS BOULEVARD,"3 57,760",78,B
19816,4020820107,61-15,97 STREET,"4 16,450",78,B
19817,4020827501,62-54,97 PLACE,"2 41,215",57,C
19818,4020830123,61-21,97 PLACE,"5 8,000",63,C
19819,4020860040,62-60,99 STREET,"5 03,000",57,C
19820,4020860050,97-40,62 DRIVE,"1 ,076,000",55,C
19821,4020880001,95-12,63 ROAD,"3 6,600",42,D
19823,4020900026,63-60,98 STREET,"1 25,610",89,A
19825,4020900047,97-25,64 AVENUE,"9 8,000",81,B
19826,4020907501,97-12,63 DRIVE,"8 2,378",31,D
19827,4020910001,97-45,QUEENS BOULEVARD,"1 51,960",11,D
19829,4020920001,97-77,QUEENS BOULEVARD,"3 07,297",85,A
19830,4020930001,61-15,98 STREET,"5 80,800",67,C
19831,4020930133,62-10,99 STREET,"8 1,570",54,D
19832,4020930245,61-25,98 STREET,"3 87,200",67,C
19833,4020980018,63-36,98 PLACE,"6 6,962",45,D
19834,4020997501,63-26,99 STREET,"3 8,580",48,D
19835,4020997502,63-36,99 STREET,"1 33,154",79,B
19836,4021000015,98-19,64 AVENUE,"1 17,920",62,C
19837,4021000021,98-33,64 AVENUE,"1 41,920",53,D
19838,4021000029,98-50,63 DRIVE,"1 41,920",57,C
19839,4021010001,98-09,64 ROAD,"1 41,920",37,D
19840,4021010016,98-25,64 ROAD,"1 41,920",61,C
19841,4021010024,98-40,64 AVENUE,"1 41,920",59,C
19842,4021020001,64-33,98 STREET,"3 12,876",99,A
19843,4021030001,98-09,65 ROAD,"2 55,400",100,A
19844,4021040001,98-51,QUEENS BOULEVARD,"2 28,758",91,A
19846,4021117501,99-40,63 DRIVE,"6 80,488",72,B
19847,4021120001,63-61,99 STREET,"1 15,800",81,B
19848,4021120014,99-31,64 AVENUE,"1 14,600",89,A
19849,4021120030,99-41,64 AVENUE,"1 14,600",55,C
19850,4021127501,63-60,102 STREET,"1 32,000",58,C
19851,4021130001,64-11,99 STREET,"1 31,340",53,D
19852,4021130034,99-60,64 AVENUE,"1 19,985",100,A
19853,4021140001,64-33,99 STREET,"1 14,600",81,B
19854,4021140034,64-34,102 STREET,"1 35,960",77,B
19855,4021150001,65-09,99 STREET,"1 42,261",51,D
19857,4021160006,99-12,65 ROAD,"7 0,500",53,D
19858,4021160043,99-63,66 AVENUE,"9 3,118",93,A
19859,4021160059,99-39,66 AVENUE,"3 5,194",71,B
19860,4021160065,99-15,66 AVENUE,"5 2,800",40,D
19861,4021167501,99-31,66 AVENUE,"4 9,495",96,A
19862,4021170001,99-19,66 AVENUE,"3 38,016",98,A
19863,4021180001,99-01,QUEENS BOULEVARD,"5 7,000",24,D
19864,4021187501,99-32/72,66 ROAD,"4 81,406",28,D
19866,4021210021,102-40,62 AVENUE,"1 22,000",81,B
19867,4021210051,102-45,62 ROAD,"1 03,400",94,A
19868,4021220028,102-50,62 ROAD,"9 9,350",81,B
19869,4021240056,102-21,63 ROAD,"8 3,420",64,C
19870,4021260014,63-35,102 STREET,"1 13,500",86,A
19871,4021270018,102-17,64 ROAD,"1 18,518",91,A
19872,4021270027,102-35,64 ROAD,"1 08,000",100,A
19873,4021280014,64-35,102 STREET,"8 2,000",52,D
19874,4021290014,102-12,65 AVENUE,"1 51,700",100,A
19875,4021310016,102-01,66 ROAD,"2 89,415",81,B
19876,4021320045,66-25,103 STREET,"1 69,348",39,D
19877,4021320054,66-10,YELLOWSTONE BOULEVARD,"6 2,508",42,D
19878,4021330016,102-10,66 ROAD,"5 52,840",94,A
19879,4021330036,66-36,YELLOWSTONE BOULEVARD,"2 72,000",27,D
19880,4021340001,67-15,102 STREET,"1 39,236",51,D
19881,4021340013,102-30,67 AVENUE,"1 35,400",45,D
19882,4021340032,67-12,YELLOWSTONE BOULEVARD,"1 41,728",61,C
19883,4021340050,102-25,67 ROAD,"1 44,000",83,B
19884,4021350013,102-40,67 ROAD,"1 37,700",64,C
19885,4021350036,67-40,YELLOWSTONE BOULEVARD,"1 03,226",78,B
19886,4021350050,102-55,67 DRIVE,"6 8,640",69,C
19887,4021350059,102-25,67 DRIVE,"1 38,700",59,C
19888,4021360013,102-20,67 DRIVE,"7 0,000",55,C
19890,4021360021,102-40,67 DRIVE,"7 8,030",90,A
19891,4021360033,67-70,YELLOWSTONE BOULEVARD,"1 18,800",66,C
19893,4021370027,68-12,YELLOWSTONE BOULEVARD,"1 56,762",74,B
19894,4021370046,103-19,68 ROAD,"7 1,000",99,A
19895,4021380011,103-26,68 ROAD,"9 7,200",66,C
19896,4021380029,68-38,YELLOWSTONE BOULEVARD,"1 39,960",87,A
